env,arm,error_term,n_samples,pos_median_mm,pos_mean_mm,pos_rms_mm,pos_p95_mm,pos_max_mm,ori_median_deg,ori_mean_deg,ori_rms_deg,ori_p95_deg,ori_max_deg
physical,left,reachability,2892,35.663083703987056,38.752178758868574,47.01683657712281,89.23355462533604,151.25043730175736,15.676534783569906,17.988656937418043,22.47236121901851,45.54785872700401,83.10120585869774
physical,left,servo,21002,4.4278175671798286,6.300138477792906,8.563823139117567,17.752063607607052,55.30472076254744,0.9740859377245448,1.65132066256082,3.1324772925669206,4.684803209601328,51.293653775342634
physical,left,total,2892,39.493318716903616,42.64587026115066,50.016909630868234,90.39450968383824,151.11089279897135,15.99407309645219,18.6889634834979,23.551898715394504,49.48007499816604,88.57171919239076
physical,right,reachability,2892,33.32486846283638,42.12813526806821,51.662202581900466,96.57766532154211,129.62917984821274,18.036799665926864,23.871510284566142,28.969499844511468,61.51906451739696,78.86045850772177
physical,right,servo,21002,4.475565992337442,5.934860340401714,7.9018447973495,15.389863109635977,69.77093198268192,0.9013244680005715,1.405057590517582,2.527041709804125,3.920376720215253,39.67984071519216
physical,right,total,2892,37.71868242942951,45.39364494023756,54.36494610705849,97.28793546832499,131.52816951547152,18.076906868671344,24.651916416484134,29.74978229674431,62.403456849808265,80.26728701997172
sim,left,servo,153,6.218412018203879,9.467421237022332,13.549366863871114,35.268105046535496,48.782452967808034,1.5106312210021122,1.5022210486580223,1.5595243559038547,2.4491920296736205,3.2273127025237653
sim,right,servo,153,5.848158633768966,9.295858163072321,13.489263908475127,35.30630147088821,48.9496391673602,1.4866076873931167,1.4819493190045439,1.5411988209308818,2.4880207373021332,3.251699080639069
