session,env,arm,joint,n_samples,zerolag_mae_deg,zerolag_rms_deg,zerolag_p95_deg,zerolag_max_deg,lag_k_ms,lag_xcorr_r,lag_censored,lagcomp_mae_deg,lagcomp_rms_deg,lagcomp_p95_deg,lagcomp_max_deg,steady_n_samples,steady_mae_deg,steady_rms_deg,steady_p95_deg,steady_max_deg,steady_bias_deg
episode_0025,physical,right,shoulder_yaw,1716,1.4026851383062091,2.5020000248876686,5.596789328326619,15.67345136484196,66.7,0.9995,False,0.45201572262357587,0.9845062520772786,1.177858655896658,10.781720302833435,228,0.20848361691131,0.25190651500813893,0.39586121547504144,0.7963570188294824,0.17156325988600385
episode_0025,physical,right,elbow,1716,0.9548926517621139,1.6529077655608106,4.163347118973508,7.938468509815312,66.7,0.9998,False,0.35297044171729847,0.5727286546940039,0.704148986974434,4.229516981473437,85,0.18165380467009012,0.212093860577742,0.3645931898897828,0.4464465094487622,0.0807443721763382
episode_0025,physical,right,wrist_roll,1716,2.4803518263150477,5.884927504619172,9.867909538174487,42.27217685983625,100.0,0.9973,False,1.2115635058384175,3.048345552370631,4.6026168263743905,27.308797355431892,283,0.3173193025542944,0.4167654388770647,0.8580110177149584,1.0952487344961455,-0.13280671302994135
episode_0026,physical,left,shoulder_pitch,1176,1.334154011387626,1.8599064325421855,3.6177672492658868,8.730611183581864,66.7,0.9996,False,0.6013262408762603,0.7506199738998635,1.1835137267158808,5.02091552362365,157,0.48498892686257783,0.5551022559624963,0.9563732011664966,1.3056719007009292,-0.11767025760605392
episode_0026,physical,left,shoulder_roll,1176,0.8784578158980716,1.2377254815994323,2.660790442759078,5.093627871241125,66.7,0.9999,False,0.31578807907748563,0.40383673876198994,0.7818598791088781,2.106717845302853,121,0.20517156843934756,0.23631203549329435,0.41012021817810407,0.4456490381848752,-0.143534872984399
episode_0026,physical,left,shoulder_yaw,1176,1.0661296156371036,1.6596289526985222,3.7479745741457577,8.517692233856494,66.7,1.0,False,0.2244576028919964,0.2737216861031016,0.5015176784419316,1.257651181819977,92,0.26992577512724614,0.30871045276677617,0.532006639162271,0.5670669756848958,0.147650729057226
episode_0026,physical,left,elbow,1176,0.9015630971739472,1.53792714079433,2.9998482649311438,10.92455401598771,66.7,0.9997,False,0.311936356858322,0.4825754547056799,0.6449884331554061,5.133125708495214,174,0.20083445532102087,0.23735313913209033,0.4354533115329602,0.5254907312530861,-0.1558781830271049
episode_0026,physical,left,wrist_roll,1176,1.2486329223598638,2.301084294522368,3.620423844853081,22.830911824426032,66.7,0.9993,False,0.4870540366417811,0.9326271287634659,0.8296632289895117,13.160195535219422,94,0.482651873538813,0.5176256762412041,0.8013124335446297,0.9213134980278386,0.071990336192421
episode_0026,physical,right,shoulder_pitch,1176,1.3162297690765516,2.020114555599995,4.590091999996103,11.76586321053318,66.7,0.9996,False,0.5439266177188912,0.6731159731943502,1.1047693957497542,4.325667384099816,199,0.43411122798530655,0.5555269320497391,0.9474439529006446,1.076164818143937,-0.19767050377358564
episode_0026,physical,right,shoulder_roll,1176,0.8857663363413723,1.2896323905809075,2.958479575160329,5.203718521371449,66.7,0.9998,False,0.29969001784014493,0.39015891505125694,0.7338069883952443,2.3170620120706182,149,0.2740181735554217,0.2993453682122664,0.44066458531487096,0.47858301314593277,0.17797342694859059
episode_0026,physical,right,shoulder_yaw,1176,1.2830426168038298,2.005980595118662,4.8792375094517695,11.465476610678394,66.7,0.9999,False,0.3094190322473838,0.38070499159042054,0.6592814720974451,2.1954114198028307,114,0.22134852332995458,0.2534377267270425,0.4248192993101737,0.44879617708787833,0.05901043151288997
episode_0026,physical,right,elbow,1176,1.111412952355315,1.8612289668922546,4.62621637442571,8.919586142017678,66.7,0.9999,False,0.26666325901208376,0.35262393287560767,0.6708640666096013,1.8798315542122026,227,0.12152709622540263,0.1489356221023064,0.292342773865677,0.4067605503452114,-0.028124777323286703
episode_0026,physical,right,wrist_roll,1176,1.2923638405245161,2.1472587135855963,4.649593759994085,17.636920861542844,66.7,0.9998,False,0.37842184673538815,0.5578400446592499,0.8341732886490526,6.636173788090698,176,0.3180152643641192,0.3932753308789753,0.7490412943661899,0.8161991694160093,0.16861242383544817
