session,env,asset,arm,joint,n_samples,zerolag_mae_deg,zerolag_rms_deg,zerolag_p95_deg,zerolag_max_deg,lag_k_ms,lag_xcorr_r,lag_censored,lagcomp_mae_deg,lagcomp_rms_deg,lagcomp_p95_deg,lagcomp_max_deg,steady_n_samples,steady_mae_deg,steady_rms_deg,steady_p95_deg,steady_max_deg,steady_bias_deg
episode_0012,sim,superseded,right,elbow,37,3.526618224123661,3.6674288509657735,4.554266236783607,4.65323895199996,0.0,-0.3922,False,3.526618224123661,3.6674288509657735,4.554266236783607,4.65323895199996,0,,,,,
episode_0012,sim,superseded,right,wrist_roll,37,1.4056077391392283,1.5731514084371914,2.686976217363299,2.750172572992163,133.3,0.9926,False,1.0286660746360408,1.1863611060761339,1.9997982372637964,2.3128165345939706,0,,,,,
episode_0013,sim,superseded,left,shoulder_pitch,34,6.544701553249291,6.56002374035965,7.304816785173062,7.4196354322279,133.3,0.9665,True,6.7005037325572205,6.705227504023969,7.061202048367793,7.167573102906734,2,,,,,
episode_0013,sim,superseded,left,shoulder_roll,34,0.365604981696478,0.4632692503628894,0.8151529631182444,1.0947796822813558,133.3,0.5398,True,0.334443212323159,0.4016323084433378,0.6759703151828437,0.9180681743011405,0,,,,,
episode_0013,sim,superseded,left,shoulder_yaw,34,1.1202309612806765,1.1324541628065379,1.2980919806900377,1.3068010695779928,133.3,0.3317,True,1.087895119508718,1.0973348760828892,1.2614149718438605,1.3186498486721514,0,,,,,
episode_0013,sim,superseded,left,elbow,34,6.515645655253767,6.543510144105916,7.215799137732702,7.241863989942184,133.3,0.3579,True,6.5630158547330115,6.583755325390723,7.12610429290272,7.186772110983684,0,,,,,
episode_0013,sim,superseded,left,wrist_roll,34,1.6618291637252742,1.8370036907129184,2.7689008376609223,2.9326777077401687,133.3,0.9552,True,1.2778755277105593,1.3905106061922379,2.0109757416842835,2.128969348104775,0,,,,,
episode_0013,sim,superseded,right,shoulder_pitch,34,8.85214168780554,8.852686041887484,9.000967633122242,9.027298842865854,133.3,0.6076,True,8.852334695745235,8.852816841976132,8.977043667004262,8.993079595124094,19,8.801597670472413,8.802034277299017,8.897708601095147,8.909670095481815,8.801597670472413
episode_0013,sim,superseded,right,shoulder_roll,34,2.0048419768043515,2.0064329464767328,2.1317422733643907,2.148803416400515,133.3,-0.5178,True,1.9915884459008983,1.9929218842733836,2.0983622784068507,2.1119255175243232,19,1.9419054175275927,1.9420812947110309,1.9806827934796967,1.992881778797301,1.9419054175275927
episode_0013,sim,superseded,right,shoulder_yaw,34,1.8362329417423107,1.8386224991553488,1.9641467201954548,1.9693995606682093,133.3,0.2838,True,1.8549953280231184,1.856620504432908,1.9697235269640883,1.9776021909745718,19,1.9042825317604095,1.9050992357605954,1.9646720042427301,1.9693995606682093,1.9042825317604095
episode_0013,sim,superseded,right,elbow,34,5.078555118962448,5.0812329490253685,5.349625751343586,5.401997348782231,133.3,0.8738,True,5.07773092355088,5.079610959679039,5.306452487160549,5.334818819226861,0,,,,,
episode_0013,sim,superseded,right,wrist_roll,34,1.2074860170898543,1.2134279396376424,1.398714311364571,1.4154793478147774,133.3,0.9334,True,1.1724953592090188,1.1764000137110269,1.3545647681011852,1.3657440913100132,18,1.270565448931669,1.276129956351056,1.4058397626823866,1.4154793478147774,-1.270565448931669
episode_0014,sim,superseded,left,shoulder_pitch,37,8.939693081982748,9.006702512626127,10.475677747964552,10.536508760663644,233.3,-0.4906,True,8.631720090508246,8.680173701315978,10.074294242516963,10.13933582174834,22,8.166581152024747,8.192726978629521,9.161847578029146,9.31092338153399,8.166581152024747
episode_0014,sim,superseded,left,shoulder_roll,37,0.2778442683550543,0.297241418356279,0.4182142387909009,0.4462664039669697,233.3,-0.2423,True,0.1910138238774465,0.21791885599758803,0.3596182263371741,0.3840860693104666,7,,,,,
episode_0014,sim,superseded,left,shoulder_yaw,37,1.495342700264781,1.5089272805917295,1.7955009245368578,1.8042124779329125,0.0,0.9371,False,1.495342700264781,1.5089272805917295,1.7955009245368578,1.8042124779329125,22,1.3572442947358798,1.3633475931709589,1.5599636994146464,1.5750220633121437,-1.3572442947358798
episode_0014,sim,superseded,left,elbow,37,6.00396667438072,6.006581195897508,6.325865662955411,6.341486214346441,0.0,0.1251,False,6.00396667438072,6.006581195897508,6.325865662955411,6.341486214346441,0,,,,,
episode_0014,sim,superseded,left,wrist_roll,37,0.47086247220959987,0.57330171066614,1.255589343112831,1.2576792296968478,200.0,0.7094,False,0.40802953503929246,0.4678602131479348,0.7612061508617245,0.7742103648888303,0,,,,,
episode_0014,sim,superseded,right,shoulder_pitch,37,13.578770866860369,13.836280986051227,17.65114063280079,18.101100613780087,133.3,0.9922,False,13.006205110095792,13.216494663178493,16.92862924904589,16.957236931203695,22,11.659979602860078,11.741204064213855,13.851330727158865,14.355043898879526,11.659979602860078
episode_0014,sim,superseded,right,shoulder_roll,37,2.662036528203518,2.6649936071921556,2.782845744869306,2.795874729097047,233.3,0.6397,True,2.6361135871027015,2.6379203466010988,2.7385764846279215,2.7417514893578137,22,2.7525208247690487,2.75267016425733,2.78787834454198,2.795874729097047,2.7525208247690487
episode_0014,sim,superseded,right,shoulder_yaw,37,2.0666211532297503,2.0688955470910795,2.2060501136094497,2.2132911588897883,166.7,0.9902,False,2.130571607400241,2.1319131660162505,2.2402610296314727,2.2497387435349756,22,2.132086027571638,2.1332259075799787,2.2118589598374565,2.2132911588897883,2.132086027571638
episode_0014,sim,superseded,right,elbow,37,3.725447801877226,3.7303886962470485,3.934672970520219,3.946242496462407,0.0,0.9097,False,3.725447801877226,3.7303886962470485,3.934672970520219,3.946242496462407,22,3.8129507144465333,3.8146533699309226,3.9401973959078633,3.946242496462407,3.8129507144465333
episode_0014,sim,superseded,right,wrist_roll,37,1.884713173682878,1.9566710821241513,2.7009572712375345,2.7392026821253026,0.0,0.8348,False,1.884713173682878,1.9566710821241513,2.7009572712375345,2.7392026821253026,19,1.447147282165394,1.4600422340952135,1.7605887481680327,1.802720893658602,-1.447147282165394
episode_0015,sim,superseded,left,shoulder_pitch,52,5.986606019491185,5.993759923344378,6.628161778680998,6.6474150401905865,233.3,0.9887,False,6.214423122079842,6.215279129461671,6.356438314577324,6.3870086874814245,2,,,,,
episode_0015,sim,superseded,left,shoulder_roll,52,0.5279832846556207,0.5584400547452523,0.7452997811565878,0.8081139656306213,500.0,0.9804,False,0.33527562438318254,0.3615560166167705,0.47418199121161025,0.4863456001638653,7,,,,,
episode_0015,sim,superseded,left,shoulder_yaw,52,0.9520515116905537,0.9659099439027712,1.2420443788263758,1.2753359765179137,533.3,0.9095,False,0.9323357230112842,0.9361850217530573,1.0436012652948188,1.0720119170972122,37,0.9632634337191116,0.9806683632182798,1.2596522520050286,1.2753359765179137,-0.9632634337191116
episode_0015,sim,superseded,left,elbow,52,7.025636580216524,7.047724605636086,7.989111631985941,8.129477033197565,300.0,0.982,False,6.650657747259642,6.6677757347488535,7.464512725953951,7.585429705569933,1,,,,,
episode_0015,sim,superseded,left,wrist_roll,52,0.8151453398841313,0.9062593882920177,1.286747732014764,1.4169543821518715,733.3,-0.735,True,0.7994164569488589,0.8513876157744743,1.141469240947817,1.1856029950260876,1,,,,,
episode_0015,sim,superseded,right,shoulder_pitch,52,6.817051258468167,6.819162200032674,7.036825402744679,7.056659002714351,733.3,0.8543,True,6.978532298636021,6.978767177487264,7.073793866662308,7.090640269275802,35,6.885465734292491,6.887339356108807,7.043020011307194,7.056659002714351,6.885465734292491
episode_0015,sim,superseded,right,shoulder_roll,52,0.14695376067842394,0.1858901197442936,0.3627574424951236,0.36892221866435193,266.7,0.9024,False,0.1697290354385765,0.1981608465125367,0.30918696508932103,0.320486680621471,37,0.18346896659699233,0.21622128605010615,0.3645338028767995,0.36892221866435193,0.17751475362546143
episode_0015,sim,superseded,right,shoulder_yaw,52,2.36266585836867,2.3631391111537057,2.466086697049777,2.4864420731162724,166.7,0.7539,False,2.358545879688032,2.3586870765484043,2.391571425791012,2.401075445533566,37,2.3406493184557347,2.3407307326330713,2.3725655486374233,2.3762530643392967,2.3406493184557347
episode_0015,sim,superseded,right,elbow,52,5.059255969863353,5.06208395745681,5.361222940889449,5.386466618350141,533.3,0.7332,False,4.943900234660683,4.94541075634834,5.142034375042075,5.151528057182015,18,4.8935149450536555,4.893725381585948,4.965109580154711,4.966038348972718,4.8935149450536555
episode_0015,sim,superseded,right,wrist_roll,52,1.7539547605105605,1.7587397082498089,2.0004009329328376,2.039320379923008,333.3,0.9066,False,1.7790086296004528,1.7815820164175167,1.94130869028307,1.9689655894904687,20,1.6962520642972199,1.697392474354298,1.7907393491848345,1.7974415683350444,-1.6962520642972199
episode_0016,physical,current,left,shoulder_pitch,1117,2.180168940887867,4.072224879415596,10.603095775698728,22.728286501801904,133.3,0.9977,False,1.0815009654389787,1.8244193380903164,3.835716715057727,10.230116626165056,15,1.0748423571629515,1.1276662991669486,1.4287566525477338,1.4464604957094256,-1.0700886539633183
episode_0016,physical,current,left,shoulder_roll,1117,2.099905995549351,4.011238985199442,12.045814783290286,20.41388972701291,133.3,0.9701,False,1.5929314493684086,3.306272401666132,9.781088610718838,13.127667286474491,17,5.199508326221108,7.311740646767166,12.080986441181338,12.083559761349239,5.198122194715427
episode_0016,physical,current,left,shoulder_yaw,1117,1.5660484897811462,3.5012063347140385,6.98957372078151,22.623975402720102,133.3,0.9881,False,0.9679073437430165,2.1513123124288716,3.9268817102488716,17.134577472232834,17,0.9954452548316962,1.019903495393861,1.1409352275994906,1.1521556340469061,0.9954452548316962
episode_0016,physical,current,left,elbow,1117,2.209379660815702,5.050111946619631,10.942141162874124,27.820302180832954,133.3,0.9984,False,1.0981099263891492,2.226117922072447,5.053172626931072,13.575840213933812,9,,,,,
